"Lap", "laptime", "driver"
"0", "", "Black Gold Saw"
"1", "1:31.9570", "Black Gold Saw"
"2", "1:30.7770", "Black Gold Saw"
"3", "1:30.4426", "Black Gold Saw"
"4", "1:29.4462", "Black Gold Saw"
"5", "1:29.2998", "Black Gold Saw"
"6", "1:29.1724", "Black Gold Saw"
"7", "1:29.1074", "Black Gold Saw"
"8", "1:29.0908", "Black Gold Saw"
"9", "1:29.1612", "Black Gold Saw"
"10", "1:29.1340", "Black Gold Saw"
"11", "1:29.1253", "Black Gold Saw"
"12", "", "Black Gold Saw"
